audio,audio_filepath,data_type,transcription
815993798_451863_451870_32482,/train/id/fin-id-train/voices/815993798_451863_451870_32482.ogg,id,L M 4 B A Ç P
426881765_464101_464119_32868,/train/id/fin-id-train/voices/426881765_464101_464119_32868.ogg,id,Ml998fh
1150481435_413675_413676_32855,/train/id/fin-id-train/voices/1150481435_413675_413676_32855.ogg,id,G583HG2
815993798_455516_455523_32203,/train/id/fin-id-train/voices/815993798_455516_455523_32203.ogg,id,GWM6EG5
828296631_448147_448171_32339,/train/id/fin-id-train/voices/828296631_448147_448171_32339.ogg,id,V8WQ6B1
5196964268_424532_424533_33059,/train/id/fin-id-train/voices/5196964268_424532_424533_33059.ogg,id,"P1, X9, N4-də."
1297961140_459195_459205_32851,/train/id/fin-id-train/voices/1297961140_459195_459205_32851.ogg,id,Kaze a-je ge-je he.
1229817727_454738_454775_32204,/train/id/fin-id-train/voices/1229817727_454738_454775_32204.ogg,id,"2, у, р, с, з, в, у."
1201653758_470814_470841_32217,/train/id/fin-id-train/voices/1201653758_470814_470841_32217.ogg,id,H04DU3Y
1043664892_446065_446074_32418,/train/id/fin-id-train/voices/1043664892_446065_446074_32418.ogg,id,"P, H, P, 7, T, F, 5"
2016758610_480355_480372_32287,/train/id/fin-id-train/voices/2016758610_480355_480372_32287.ogg,id,Цүці 906-лығы.
640339050_465198_465215_32473,/train/id/fin-id-train/voices/640339050_465198_465215_32473.ogg,id,"B, F, Ç, 5, X, 6, 9"
539261624_460404_460413_32793,/train/id/fin-id-train/voices/539261624_460404_460413_32793.ogg,id,7RDD64A
575298922_444558_444559_32717,/train/id/fin-id-train/voices/575298922_444558_444559_32717.ogg,id,R22TD3L
1347919237_483545_483550_32572,/train/id/fin-id-train/voices/1347919237_483545_483550_32572.ogg,id,"7, F, 3, V, 2, Y, 1"
2016758610_476801_476812_32715,/train/id/fin-id-train/voices/2016758610_476801_476812_32715.ogg,id,"R, E, N, 8, R, 6, E"
892642911_475879_475899_32447,/train/id/fin-id-train/voices/892642911_475879_475899_32447.ogg,id,879 YV1H
713611046_480741_480774_33132,/train/id/fin-id-train/voices/713611046_480741_480774_33132.ogg,id,"I, F, 0, A, 4, L, Z"
954206432_453688_453700_32265,/train/id/fin-id-train/voices/954206432_453688_453700_32265.ogg,id,"7, k, 4, z, g, 4, n"
809763511_462527_462533_32880,/train/id/fin-id-train/voices/809763511_462527_462533_32880.ogg,id,"48, y, ç, s, 7, u"
341881303_436659_436665_32797,/train/id/fin-id-train/voices/341881303_436659_436665_32797.ogg,id,"P, Q, U, L, 5, T, Y"
892642911_473590_473609_32552,/train/id/fin-id-train/voices/892642911_473590_473609_32552.ogg,id,7SL9ZUL
575298922_443594_443595_32535,/train/id/fin-id-train/voices/575298922_443594_443595_32535.ogg,id,Yü-sıfır-e-m-i-səkkiz-t
1268975918_425911_425912_32856,/train/id/fin-id-train/voices/1268975918_425911_425912_32856.ogg,id,"3D, 7, 9, 6, J, O."
815993798_472225_472254_32731,/train/id/fin-id-train/voices/815993798_472225_472254_32731.ogg,id,"5, S, 6, 7, A, M, G"
1150481435_415879_415880_32764,/train/id/fin-id-train/voices/1150481435_415879_415880_32764.ogg,id,1MVIA41
1082554792_484872_484878_32537,/train/id/fin-id-train/voices/1082554792_484872_484878_32537.ogg,id,6SO51EG
1268975918_425408_425409_32595,/train/id/fin-id-train/voices/1268975918_425408_425409_32595.ogg,id,1 Q 5 K 0 M 9
1878274529_451781_451786_32465,/train/id/fin-id-train/voices/1878274529_451781_451786_32465.ogg,id,90 fızıhı yetirir.
1297961140_471925_471934_32935,/train/id/fin-id-train/voices/1297961140_471925_471934_32935.ogg,id,"Z, J, R, 8, 1, 0"
1043664892_445492_445495_33073,/train/id/fin-id-train/voices/1043664892_445492_445495_33073.ogg,id,P7LV68X
1013880018_473680_473700_32755,/train/id/fin-id-train/voices/1013880018_473680_473700_32755.ogg,id,İ 2 L 3 7 0 8
809763511_456630_456639_32690,/train/id/fin-id-train/voices/809763511_456630_456639_32690.ogg,id,X9A PX14
671891258_474923_474946_32892,/train/id/fin-id-train/voices/671891258_474923_474946_32892.ogg,id,SPC-7982
1150481435_416070_416071_32250,/train/id/fin-id-train/voices/1150481435_416070_416071_32250.ogg,id,26 HUH 24
1051072005_434258_434259_32650,/train/id/fin-id-train/voices/1051072005_434258_434259_32650.ogg,id,47-G-G-0-W-2
619589413_435757_435765_32767,/train/id/fin-id-train/voices/619589413_435757_435765_32767.ogg,id,9S-84M5i
568204248_435877_435881_33109,/train/id/fin-id-train/voices/568204248_435877_435881_33109.ogg,id,N3Ci1P3
539261624_460369_460375_32862,/train/id/fin-id-train/voices/539261624_460369_460375_32862.ogg,id,2APJOPQ
1347919237_442899_442900_32471,/train/id/fin-id-train/voices/1347919237_442899_442900_32471.ogg,id,"N, 5, 3, 1, M, 5, I"
5028632961_419009_419010_32241,/train/id/fin-id-train/voices/5028632961_419009_419010_32241.ogg,id,"T, M, 3, 2, 6, 8, N"
1009209372_462908_462921_32904,/train/id/fin-id-train/voices/1009209372_462908_462921_32904.ogg,id,P8SLM 5A
1878274529_447818_447822_32746,/train/id/fin-id-train/voices/1878274529_447818_447822_32746.ogg,id,8N408-72
1269496718_431401_431404_33079,/train/id/fin-id-train/voices/1269496718_431401_431404_33079.ogg,id,FLP8RIF
1878274529_449958_449963_32988,/train/id/fin-id-train/voices/1878274529_449958_449963_32988.ogg,id,"8, u, 1, 4, o, 9, v"
815993798_466904_466914_32531,/train/id/fin-id-train/voices/815993798_466904_466914_32531.ogg,id,İTZ999F
815993798_463950_463963_32474,/train/id/fin-id-train/voices/815993798_463950_463963_32474.ogg,id,"I, Y, 5, M, 5, 2, S"
426881765_466756_466788_32235,/train/id/fin-id-train/voices/426881765_466756_466788_32235.ogg,id,MWSOVY5
329749591_486260_486261_32631,/train/id/fin-id-train/voices/329749591_486260_486261_32631.ogg,id,L2 0F71C
1201653758_466007_466018_32507,/train/id/fin-id-train/voices/1201653758_466007_466018_32507.ogg,id,TW7S1C0
1269496718_441569_441574_32987,/train/id/fin-id-train/voices/1269496718_441569_441574_32987.ogg,id,P4 K1 TZ 7
1150481435_416184_416185_32591,/train/id/fin-id-train/voices/1150481435_416184_416185_32591.ogg,id,"H, N, 4, U, 3, K, S"
1269496718_436740_436749_32708,/train/id/fin-id-train/voices/1269496718_436740_436749_32708.ogg,id,"U, T, K, F, 6, 9, H"
1347919237_484513_484516_32539,/train/id/fin-id-train/voices/1347919237_484513_484516_32539.ogg,id,"P, E, 7, F, 4, 3, 8"
910545275_414058_414059_32558,/train/id/fin-id-train/voices/910545275_414058_414059_32558.ogg,id,284-54-sıdıq
5028632961_420615_420621_32733,/train/id/fin-id-train/voices/5028632961_420615_420621_32733.ogg,id,"E, L, R, D, 3, W, C"
860296669_468997_469010_32501,/train/id/fin-id-train/voices/860296669_468997_469010_32501.ogg,id,"4, 8, 9, T, 6, P, 1"
809763511_480122_480128_32992,/train/id/fin-id-train/voices/809763511_480122_480128_32992.ogg,id,8-b-0-m-y-ı-s
1347919237_482560_482585_32863,/train/id/fin-id-train/voices/1347919237_482560_482585_32863.ogg,id,"1, o, v, 9, q, ç, 4"
2016758610_475791_475803_33094,/train/id/fin-id-train/voices/2016758610_475791_475803_33094.ogg,id,1-K-1-I-Z-S-0
5591209497_454758_454769_32401,/train/id/fin-id-train/voices/5591209497_454758_454769_32401.ogg,id,"F, 3, 8, S, C, 8, R"
314849420_422306_422308_32380,/train/id/fin-id-train/voices/314849420_422306_422308_32380.ogg,id,"Q, J, T, 0, 2, 1, J, T."
815993798_451776_451783_32928,/train/id/fin-id-train/voices/815993798_451776_451783_32928.ogg,id,C3C2GY
575298922_443258_443261_32317,/train/id/fin-id-train/voices/575298922_443258_443261_32317.ogg,id,591 C8 A1
426881765_455399_455422_32828,/train/id/fin-id-train/voices/426881765_455399_455422_32828.ogg,id,4-O-Z-3-7-9-Y
1878274529_426899_426900_33154,/train/id/fin-id-train/voices/1878274529_426899_426900_33154.ogg,id,81-İ-A-420
5196964268_443346_443347_32163,/train/id/fin-id-train/voices/5196964268_443346_443347_32163.ogg,id,N5W0WT0
892642911_453496_453516_32221,/train/id/fin-id-train/voices/892642911_453496_453516_32221.ogg,id,"W, 2, D, 2, Z, W, C"
892642911_423809_423810_33061,/train/id/fin-id-train/voices/892642911_423809_423810_33061.ogg,id,"El, dokuz, yı, üt, bir, altı, çı"
5028632961_419810_419811_32568,/train/id/fin-id-train/voices/5028632961_419810_419811_32568.ogg,id,8-2-F-P-K-3-U
815993798_468517_468527_32289,/train/id/fin-id-train/voices/815993798_468517_468527_32289.ogg,id,صفر صفر اتھ گے گے سے چے
619589413_436928_436935_33093,/train/id/fin-id-train/voices/619589413_436928_436935_33093.ogg,id,i3rt3tf
1150481435_414553_414555_32616,/train/id/fin-id-train/voices/1150481435_414553_414555_32616.ogg,id,8G26EAJ
954206432_453667_453679_32965,/train/id/fin-id-train/voices/954206432_453667_453679_32965.ogg,id,"J, altı, altı, J, W, N, G"
763941567_432277_432278_32399,/train/id/fin-id-train/voices/763941567_432277_432278_32399.ogg,id,R-V-G-I-Q-U-U-A-N-T
713611046_437867_437914_32244,/train/id/fin-id-train/voices/713611046_437867_437914_32244.ogg,id,"3, C, 2, M, B, T, B"
619589413_436155_436177_32589,/train/id/fin-id-train/voices/619589413_436155_436177_32589.ogg,id,4 0 5 2 8 Q 2
1082554792_449052_449063_32245,/train/id/fin-id-train/voices/1082554792_449052_449063_32245.ogg,id,"N, 4, 1, C, U, 7-zı."
619589413_436676_436680_32556,/train/id/fin-id-train/voices/619589413_436676_436680_32556.ogg,id,Продолжение следует...
954206432_421747_421750_33146,/train/id/fin-id-train/voices/954206432_421747_421750_33146.ogg,id,"n, f, 3m, g, 7, 6"
815993798_456976_457015_32184,/train/id/fin-id-train/voices/815993798_456976_457015_32184.ogg,id,L34Ü01E
1051072005_434396_434398_32817,/train/id/fin-id-train/voices/1051072005_434396_434398_32817.ogg,id,6-Y-R-J-O-26
568204248_439996_440000_32348,/train/id/fin-id-train/voices/568204248_439996_440000_32348.ogg,id,5L3 0FJY
910545275_415293_415294_32500,/train/id/fin-id-train/voices/910545275_415293_415294_32500.ogg,id,YQ93-8R2
1082554792_448209_448222_32666,/train/id/fin-id-train/voices/1082554792_448209_448222_32666.ogg,id,"F, D, C, P, N, M, 4"
809763511_462384_462401_32787,/train/id/fin-id-train/voices/809763511_462384_462401_32787.ogg,id,"9-у-х-ы, W-6-1-ы"
919361428_432371_432376_32878,/train/id/fin-id-train/voices/919361428_432371_432376_32878.ogg,id,آکے قرخچی زے پیش زے
1268975918_426548_426549_32873,/train/id/fin-id-train/voices/1268975918_426548_426549_32873.ogg,id,67-C-C-L-04
1269496718_433268_433272_32840,/train/id/fin-id-train/voices/1269496718_433268_433272_32840.ogg,id,BV5P4ZC
1878274529_454429_454437_33026,/train/id/fin-id-train/voices/1878274529_454429_454437_33026.ogg,id,X50VQWH
341881303_436766_436781_32976,/train/id/fin-id-train/voices/341881303_436766_436781_32976.ogg,id,"5, K, 1, C, P, G, 4"
1297961140_463470_463479_32997,/train/id/fin-id-train/voices/1297961140_463470_463479_32997.ogg,id,日久すじゅうあえ
1051072005_432749_432750_32934,/train/id/fin-id-train/voices/1051072005_432749_432750_32934.ogg,id,"6i, 1i, 9n, 7"
1201653758_468777_468787_33038,/train/id/fin-id-train/voices/1201653758_468777_468787_33038.ogg,id,401 ғ 3-де 6.
1269496718_431684_431688_32190,/train/id/fin-id-train/voices/1269496718_431684_431688_32190.ogg,id,"T yetti, üç yetti, çı zı vı."
568204248_440180_440185_32881,/train/id/fin-id-train/voices/568204248_440180_440185_32881.ogg,id,4ZTRQY0
828296631_455194_455202_32885,/train/id/fin-id-train/voices/828296631_455194_455202_32885.ogg,id,5SHV8L1
1009209372_462933_462935_32709,/train/id/fin-id-train/voices/1009209372_462933_462935_32709.ogg,id,U V 5 K 7 H 8 O
5196964268_478677_478696_33077,/train/id/fin-id-train/voices/5196964268_478677_478696_33077.ogg,id,319-56-D-H
1128232293_447817_447828_33075,/train/id/fin-id-train/voices/1128232293_447817_447828_33075.ogg,id,26 KA3ZP
809763511_463057_463084_32490,/train/id/fin-id-train/voices/809763511_463057_463084_32490.ogg,id,"Hı, yeti, dört, tı, dört, bı, tı."
828296631_454662_454671_32989,/train/id/fin-id-train/voices/828296631_454662_454671_32989.ogg,id,3G98UZ
314849420_421861_421862_33028,/train/id/fin-id-train/voices/314849420_421861_421862_33028.ogg,id,РЕ-9173С
1268975918_426809_426810_32182,/train/id/fin-id-train/voices/1268975918_426809_426810_32182.ogg,id,"0, 22, 9, 85, K"
1128232293_451406_451413_32599,/train/id/fin-id-train/voices/1128232293_451406_451413_32599.ogg,id,7G2VYG8
1043664892_428571_428572_32228,/train/id/fin-id-train/voices/1043664892_428571_428572_32228.ogg,id,08D39SU
341881303_442476_442477_32469,/train/id/fin-id-train/voices/341881303_442476_442477_32469.ogg,id,"7, 6, R, 7, O, C, L"
5028632961_419233_419234_32760,/train/id/fin-id-train/voices/5028632961_419233_419234_32760.ogg,id,"Üç, J, B, Ç, Dört, Bir, O."
575298922_418527_418528_32917,/train/id/fin-id-train/voices/575298922_418527_418528_32917.ogg,id,Pg9c620
1128232293_463314_463330_33153,/train/id/fin-id-train/voices/1128232293_463314_463330_33153.ogg,id,"O, T, A, C, H, I, 4"
860296669_469149_469172_32462,/train/id/fin-id-train/voices/860296669_469149_469172_32462.ogg,id,"S, Y, V, P, D, 3, H"
640339050_483430_483437_32861,/train/id/fin-id-train/voices/640339050_483430_483437_32861.ogg,id,"1, 2, 4, B, S, C, Z"
5591209497_455891_455902_32682,/train/id/fin-id-train/voices/5591209497_455891_455902_32682.ogg,id,"1, 3, O, 8, N, W, C"
1201653758_475673_475695_32841,/train/id/fin-id-train/voices/1201653758_475673_475695_32841.ogg,id,77V06KH
910545275_414945_414946_33040,/train/id/fin-id-train/voices/910545275_414945_414946_33040.ogg,id,"U'nu 3 sığ, A sığ, Zı."
1043664892_430094_430097_32802,/train/id/fin-id-train/voices/1043664892_430094_430097_32802.ogg,id,"О, ДЦ, ТК, АЛТ, ДФ."
815993798_453524_453659_32597,/train/id/fin-id-train/voices/815993798_453524_453659_32597.ogg,id,S9GOO3P
2016758610_479711_479725_32394,/train/id/fin-id-train/voices/2016758610_479711_479725_32394.ogg,id,Есіфір ұқылызы ке?
1878274529_459215_459225_32218,/train/id/fin-id-train/voices/1878274529_459215_459225_32218.ogg,id,929AOW4
828296631_465134_465144_32973,/train/id/fin-id-train/voices/828296631_465134_465144_32973.ogg,id,Y8Q138T
1150481435_414592_414596_32192,/train/id/fin-id-train/voices/1150481435_414592_414596_32192.ogg,id,"B, S, 6, D, 9, 6, 4"
671891258_476509_476521_32478,/train/id/fin-id-train/voices/671891258_476509_476521_32478.ogg,id,"2, d, l, f, 0, l, 3."
5196964268_422875_422878_32299,/train/id/fin-id-train/voices/5196964268_422875_422878_32299.ogg,id,AS94UUH
568204248_438172_438181_33039,/train/id/fin-id-train/voices/568204248_438172_438181_33039.ogg,id,"6, 3, 3, 0, i, 8, 9"
1347919237_480244_480254_32403,/train/id/fin-id-train/voices/1347919237_480244_480254_32403.ogg,id,"4, 8, 5, z, d, e, 5"
575298922_418258_418259_32736,/train/id/fin-id-train/voices/575298922_418258_418259_32736.ogg,id,"5, 2, 5, 6, 1, 9, J"
5028632961_420082_420086_32284,/train/id/fin-id-train/voices/5028632961_420082_420086_32284.ogg,id,"C, K, F, Z, V, 6, G"
539261624_465097_465123_32991,/train/id/fin-id-train/voices/539261624_465097_465123_32991.ogg,id,3O0F525
815993798_470500_470514_32546,/train/id/fin-id-train/voices/815993798_470500_470514_32546.ogg,id,خ74 ب 27 ت
1043664892_430582_430583_33081,/train/id/fin-id-train/voices/1043664892_430582_430583_33081.ogg,id,Д. М. Л. 90-92
919361428_427763_427764_32645,/train/id/fin-id-train/voices/919361428_427763_427764_32645.ogg,id,3-R-O-H-9-F-P
1201653758_462429_462447_32416,/train/id/fin-id-train/voices/1201653758_462429_462447_32416.ogg,id,H9D2W70
1150481435_413683_413684_32554,/train/id/fin-id-train/voices/1150481435_413683_413684_32554.ogg,id,7VP6OR1
1229817727_463706_463718_33037,/train/id/fin-id-train/voices/1229817727_463706_463718_33037.ogg,id,"F, əl, yədi, səkiz, t, r, yədi."
671891258_480427_480438_32706,/train/id/fin-id-train/voices/671891258_480427_480438_32706.ogg,id,UZ1WHOV
1297961140_463051_463059_32712,/train/id/fin-id-train/voices/1297961140_463051_463059_32712.ogg,id,5 1 c 2 0 c 0
112291944_483681_483700_32458,/train/id/fin-id-train/voices/112291944_483681_483700_32458.ogg,id,XTJ43M1
1043664892_428579_428580_32831,/train/id/fin-id-train/voices/1043664892_428579_428580_32831.ogg,id,A O 02 Z Y 6
910545275_414516_414519_32875,/train/id/fin-id-train/voices/910545275_414516_414519_32875.ogg,id,류에므프프오페쉬
1009209372_485636_485637_32384,/train/id/fin-id-train/voices/1009209372_485636_485637_32384.ogg,id,S61YOO55
1347919237_484209_484217_32952,/train/id/fin-id-train/voices/1347919237_484209_484217_32952.ogg,id,"1, 0, V, 7, 1, Y, 9"
1347919237_483242_483253_32834,/train/id/fin-id-train/voices/1347919237_483242_483253_32834.ogg,id,2 çı lı 4 bı 07
2016758610_469165_469178_32818,/train/id/fin-id-train/voices/2016758610_469165_469178_32818.ogg,id,G4S1CDK
1128232293_456203_456210_33000,/train/id/fin-id-train/voices/1128232293_456203_456210_33000.ogg,id,0-K-Z-S-2-C-F
1009209372_485803_485804_33080,/train/id/fin-id-train/voices/1009209372_485803_485804_33080.ogg,id,6R17M37
619589413_438742_438745_32506,/train/id/fin-id-train/voices/619589413_438742_438745_32506.ogg,id,862 HIHX
575298922_446033_446044_32844,/train/id/fin-id-train/voices/575298922_446033_446044_32844.ogg,id,U2M3ZHP
815993798_470325_470336_32576,/train/id/fin-id-train/voices/815993798_470325_470336_32576.ogg,id,"V, E, O, Č, O"
671891258_472949_472975_32417,/train/id/fin-id-train/voices/671891258_472949_472975_32417.ogg,id,S3GT6JG
1150481435_414468_414469_33003,/train/id/fin-id-train/voices/1150481435_414468_414469_33003.ogg,id,"Z, H, J, 21, 50"
919361428_429592_429597_33043,/train/id/fin-id-train/voices/919361428_429592_429597_33043.ogg,id,8YZ6X92
1229817727_457916_457934_32255,/train/id/fin-id-train/voices/1229817727_457916_457934_32255.ogg,id,2AM4TLW
527731854_463774_463778_32914,/train/id/fin-id-train/voices/527731854_463774_463778_32914.ogg,id,528X0ZA
1268975918_426017_426018_32332,/train/id/fin-id-train/voices/1268975918_426017_426018_32332.ogg,id,"4, C, L, O, E, Q, 1"
671891258_422097_422100_32839,/train/id/fin-id-train/voices/671891258_422097_422100_32839.ogg,id,"МХН, WPJJ"
426881765_475810_475842_32260,/train/id/fin-id-train/voices/426881765_475810_475842_32260.ogg,id,3T9İ96O
892642911_469922_469937_32440,/train/id/fin-id-train/voices/892642911_469922_469937_32440.ogg,id,"Y, əlləbəş, u, sətçiz, q, sıfır"
1269496718_441650_441660_32523,/train/id/fin-id-train/voices/1269496718_441650_441660_32523.ogg,id,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4"
539261624_459381_459385_32222,/train/id/fin-id-train/voices/539261624_459381_459385_32222.ogg,id,0H4ZN86
1082554792_481965_481974_32768,/train/id/fin-id-train/voices/1082554792_481965_481974_32768.ogg,id,ABTD 94B
5028632961_419545_419546_32933,/train/id/fin-id-train/voices/5028632961_419545_419546_32933.ogg,id,"N, C, N, U, 6, 8, 9"
575298922_418503_418504_32433,/train/id/fin-id-train/voices/575298922_418503_418504_32433.ogg,id,792QN89
2016758610_473043_473047_32674,/train/id/fin-id-train/voices/2016758610_473043_473047_32674.ogg,id,F0G6QHG
705098248_420020_420023_32545,/train/id/fin-id-train/voices/705098248_420020_420023_32545.ogg,id,Hıhlı 629 3T
910545275_414386_414389_32553,/train/id/fin-id-train/voices/910545275_414386_414389_32553.ogg,id,V 34 6 B J 0
5028632961_419068_419069_32211,/train/id/fin-id-train/voices/5028632961_419068_419069_32211.ogg,id,"Z, 2, S, 6, N, L, 7"
1269496718_441563_441568_32319,/train/id/fin-id-train/voices/1269496718_441563_441568_32319.ogg,id,U4 OB9 V2
1268975918_426773_426774_32809,/train/id/fin-id-train/voices/1268975918_426773_426774_32809.ogg,id,"3, U, Z, C, 5, 2, 6"
954206432_417836_417837_32694,/train/id/fin-id-train/voices/954206432_417836_417837_32694.ogg,id,"Y, 1, 3, 7, 1, Q, B"
828296631_448257_448270_33108,/train/id/fin-id-train/voices/828296631_448257_448270_33108.ogg,id,6-j-b-7-b-o-1
809763511_462784_462807_32897,/train/id/fin-id-train/voices/809763511_462784_462807_32897.ogg,id,E7 E7 6 E O
976055738_448469_448486_32642,/train/id/fin-id-train/voices/976055738_448469_448486_32642.ogg,id,M.T. 5K Yılı 1
5196964268_422841_422842_32876,/train/id/fin-id-train/voices/5196964268_422841_422842_32876.ogg,id,Alikafufu Cita
426881765_454828_454837_33078,/train/id/fin-id-train/voices/426881765_454828_454837_33078.ogg,id,B1YKY08
1201653758_471692_471707_32579,/train/id/fin-id-train/voices/1201653758_471692_471707_32579.ogg,id,9F4MLV6
1051072005_444352_444353_32990,/train/id/fin-id-train/voices/1051072005_444352_444353_32990.ogg,id,19. J-U-J-Z-A
2016758610_470271_470280_32309,/train/id/fin-id-train/voices/2016758610_470271_470280_32309.ogg,id,"A, L, R, Y, Z, D, D."
5440156582_424922_424923_33138,/train/id/fin-id-train/voices/5440156582_424922_424923_33138.ogg,id,"A, 1, S, Z, K, Y, V"
1297961140_460593_460598_32313,/train/id/fin-id-train/voices/1297961140_460593_460598_32313.ogg,id,3 Hırıvı 7 4T
1128232293_467129_467138_32334,/train/id/fin-id-train/voices/1128232293_467129_467138_32334.ogg,id,25N8K95
1128232293_445088_445089_32389,/train/id/fin-id-train/voices/1128232293_445088_445089_32389.ogg,id,İ4 CKDB1
329749591_486645_486646_32181,/train/id/fin-id-train/voices/329749591_486645_486646_32181.ogg,id,Z0T4M69
314849420_449810_449819_32941,/train/id/fin-id-train/voices/314849420_449810_449819_32941.ogg,id,"P, R, 7, W, E, W, 8"
892642911_418009_418010_32948,/train/id/fin-id-train/voices/892642911_418009_418010_32948.ogg,id,"U, 5, 4, 1, 7, F, 8"
705098248_421250_421254_32680,/train/id/fin-id-train/voices/705098248_421250_421254_32680.ogg,id,V 65 29 fi
671891258_473701_473721_32246,/train/id/fin-id-train/voices/671891258_473701_473721_32246.ogg,id,75-O-E-E-Y-T-H
2016758610_478913_478919_32561,/train/id/fin-id-train/voices/2016758610_478913_478919_32561.ogg,id,گ اکی ته بیر آ سه خه
954206432_426133_426134_32896,/train/id/fin-id-train/voices/954206432_426133_426134_32896.ogg,id,6-Т-Г-Ж-0-Е
2016758610_480567_480582_32716,/train/id/fin-id-train/voices/2016758610_480567_480582_32716.ogg,id,"X, U, 3, 9, 7, J, 7"
860296669_430969_430970_32701,/train/id/fin-id-train/voices/860296669_430969_430970_32701.ogg,id,2AB011O
5028632961_420257_420272_32745,/train/id/fin-id-train/voices/5028632961_420257_420272_32745.ogg,id,N5MESAW
1009209372_463292_463298_32872,/train/id/fin-id-train/voices/1009209372_463292_463298_32872.ogg,id,OYE 53 CE 1
568204248_438002_438005_33120,/train/id/fin-id-train/voices/568204248_438002_438005_33120.ogg,id,T55NUM0
1150481435_415976_415977_32957,/train/id/fin-id-train/voices/1150481435_415976_415977_32957.ogg,id,"И, Х, В, П, У, У, О."
539261624_461271_461278_32300,/train/id/fin-id-train/voices/539261624_461271_461278_32300.ogg,id,PrmO0Hw
1269496718_431554_431556_32485,/train/id/fin-id-train/voices/1269496718_431554_431556_32485.ogg,id,B03 54 BG
640339050_482794_482814_32737,/train/id/fin-id-train/voices/640339050_482794_482814_32737.ogg,id,"454 z, 9 v, 5"
910545275_414617_414619_32725,/train/id/fin-id-train/voices/910545275_414617_414619_32725.ogg,id,07-00-C-P-N
5591209497_453020_453029_32276,/train/id/fin-id-train/voices/5591209497_453020_453029_32276.ogg,id,"8, 1, 5, 5, 5, t, g"
341881303_440682_440685_32820,/train/id/fin-id-train/voices/341881303_440682_440685_32820.ogg,id,n k 4 6 4 t 7
1082554792_466383_466396_32476,/train/id/fin-id-train/voices/1082554792_466383_466396_32476.ogg,id,JG 5MM1V
314849420_423416_423417_32643,/train/id/fin-id-train/voices/314849420_423416_423417_32643.ogg,id,Z06S2LM
671891258_481259_481268_32672,/train/id/fin-id-train/voices/671891258_481259_481268_32672.ogg,id,TG94-Ö3-Ö
1013880018_472890_472913_32229,/train/id/fin-id-train/voices/1013880018_472890_472913_32229.ogg,id,06GMX2A
1201653758_443042_443043_32877,/train/id/fin-id-train/voices/1201653758_443042_443043_32877.ogg,id,MUJW B7H
892642911_470862_470876_32883,/train/id/fin-id-train/voices/892642911_470862_470876_32883.ogg,id,9HDC09M
815993798_474504_474533_32559,/train/id/fin-id-train/voices/815993798_474504_474533_32559.ogg,id,82 ZHV Z9
341881303_441173_441178_32627,/train/id/fin-id-train/voices/341881303_441173_441178_32627.ogg,id,"8, 0, 9, 5, 6, 7, 8"
640339050_417150_417151_32766,/train/id/fin-id-train/voices/640339050_417150_417151_32766.ogg,id,"М, 9, 6, 3, б, қ, 4"
828296631_457178_457190_32282,/train/id/fin-id-train/voices/828296631_457178_457190_32282.ogg,id,"77-c, 6-v."
1201653758_480908_480923_34536,/train/id/id-aa-train/voices-aa/1201653758_480908_480923_34536.ogg,id,A.A. 484-7252
912272968_434391_434395_34424,/train/id/id-aa-train/voices-aa/912272968_434391_434395_34424.ogg,id,A.A. 719-28-82
1082554792_482703_482714_34883,/train/id/id-aa-train/voices-aa/1082554792_482703_482714_34883.ogg,id,A3149-455
527731854_462584_462770_34723,/train/id/id-aa-train/voices-aa/527731854_462584_462770_34723.ogg,id,AA-986-33-45
5591209497_451973_451978_34376,/train/id/id-aa-train/voices-aa/5591209497_451973_451978_34376.ogg,id,"A, A, 2, 3, 6, 8, 2, 7, 1"
828296631_465349_465367_34189,/train/id/id-aa-train/voices-aa/828296631_465349_465367_34189.ogg,id,"A.A. 14, 33, 972"
619589413_441209_441212_34255,/train/id/id-aa-train/voices-aa/619589413_441209_441212_34255.ogg,id,AA-287-8455
341881303_440914_440917_34932,/train/id/id-aa-train/voices-aa/341881303_440914_440917_34932.ogg,id,A A 7 5 4 3 2 4 7
815993798_456940_456974_34956,/train/id/id-aa-train/voices-aa/815993798_456940_456974_34956.ogg,id,AA 638-72-61
1043664892_429181_429182_34705,/train/id/id-aa-train/voices-aa/1043664892_429181_429182_34705.ogg,id,АА 538-43-16
892642911_471834_471846_34650,/train/id/id-aa-train/voices-aa/892642911_471834_471846_34650.ogg,id,AA 872-9196
640339050_465090_465103_34852,/train/id/id-aa-train/voices-aa/640339050_465090_465103_34852.ogg,id,A A 2 7 4 2 5 6 6
426881765_466239_466277_34871,/train/id/id-aa-train/voices-aa/426881765_466239_466277_34871.ogg,id,"A, A, 6, 1, 8, 3, 9, 3, 6"
